Element_GUID,IFC_Type,Floor,Apartment,Trade,Construction_Type,Category,Task_Match_Count,Milestone,Original_MSP_UID,Source,Apartment_Zone,Phase,Status,Trade_Discipline,Percent_Complete,Priority,Weather_Dependent,Duration,Quantity,Responsible_Party,WBS_Code,Task_ID,Predecessor_Task_ID,Successor_Task_ID,Cost_ID,Cost_Code,Cost_Category,Description,Unit_Rate_EUR,Labor_Cost_EUR,Material_Cost_EUR,Budgeted_Cost_EUR,Actual_Cost_EUR,Variance_EUR,Variance_Percent,Committed_Cost_EUR,Forecast_Final_Cost_EUR,Retention_Percent,Retention_Held_EUR,Payment_Status,Currency,Cost_Date,Is_Milestone_Synthetic
3AqFO5i0TDCQqSc0OVWUzc,IFCSLAB,Third Floor,Apartment 8,Structural,Floor,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3RcgO_0A18ORamoBzt$oQ9,IFCSLAB,Third Floor,,Structural,Floor,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
208bKcFObBc8ucwRJqscKk,IFCSLAB,Third Floor,Apartment 9,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3cj6_fAyT6kPILoDF$wKMX,IFCSLAB,Third Floor,Apartment 9,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
2vutFlEAD3Ugi_zdTrbWBS,IFCSLAB,Third Floor,Apartment 9,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
2HEBa_Npr1jQ8s9obbPF2y,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
2wsdn60pL2PgWkM4Apz3uQ,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3XdwbHlMf53wMrtC2PO79d,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
0m0I4KgsXEGRQe2Tq5guRM,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
230CzH9r97RxWhaS7vmI4K,IFCSLAB,Third Floor,Apartment 9,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
2bnmrBiIfCoQCmG_dJX3q2,IFCSLAB,Third Floor,Apartment 9,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
2NATeAkvnCxgoLp$zXNJDG,IFCSLAB,Third Floor,Apartment 9,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
2nJAO3UnH0JuhOgnPY7o0D,IFCSLAB,Third Floor,Apartment 10,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3R1RBkDqD7iBFqSmsKgnyx,IFCSLAB,Third Floor,Apartment 10,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3wNwkdwNf7kBh8Eh5_$5AF,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
2M6iV1w3L7VB9hYFPSL_6J,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
14qqjZl7f5_O1QcMnFBPgA,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
2ejS5cDxLFQhvzUC_qNbGC,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
03i6tXqM92pRcyXdK4pHfZ,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
0tr9H3L4z0bgmFmHrjfIlm,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
2y77Wo22nAL9U8bQl$_LJJ,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
0gCnprdT1BYw$FV0IhK4K2,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
2vGfAAaCDC$u2rePIbFqLy,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3XRFYXp0L3jv3w1tgjXD2W,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
2wdkOxZDD4qQGeJ0R9Eu_y,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
2$65Lm72TCPfpHlSfm4bPo,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
1hMpM9NJL5ge_OGm0yLfuO,IFCSLAB,Third Floor,,Structural,Floor,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
2GKCxEc8DCcQXZmul0WfvP,IFCSLAB,Third Floor,,Structural,Floor,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
2m5HGNcWT04BL0QSshC4KA,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3ba9sS8vzCi9NHvwEDPExx,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3MORkgOl16lQy8zTVRCs0O,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
0FZ2ZM9d5DIBoZIOWtnXUi,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
0cUNscBFPAzvxaou82m7PU,IFCSLAB,Third Floor,Apartment 10,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
0P2TI_R_rCoOkYPRW5xJk8,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3X88NCenT88BCur6dUWHN1,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
0M1e2eG$96hwzT4wUV$Q8v,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
0$jhLwYyD01Oy9ZGgC6CC8,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
1blRjj5854xvDlLga$sV2m,IFCSLAB,Third Floor,,Structural,Floor,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3sruW6UjbAcuugSUfH$cuH,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
2HT1QptlXCmBlOoXE0NFwh,IFCSLAB,Third Floor,Apartment 10,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3JRVPh_yrDlwCpdavEA8oD,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
0Bmn53Z2fFOh7cTWkmLXNQ,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
19ymqVSczESeP2KD$erpa8,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
2rJ_D9OD15OxfhleuqX8IK,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
0uDACp5ab5PQznlaOgmnBv,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
1C6_0xdun0cQIIHmq4$Tev,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
2ljbxVY757oh3U28o$Mplw,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
1WSrSNLRn7EvqVoTs$M0PF,IFCSLAB,Third Floor,Apartment 10,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3M4fpBwzf4iQ4c3fvQBeRj,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3cJFqtukHCAfLVbyFxBs__,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
251Lqt4LjE9Rr$wq4BqN$h,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
25wmD99kP49vNjkioNsfxV,IFCSLAB,Third Floor,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
2KYFELha55M8mkz2cp9hbD,IFCSLAB,Third Floor,Apartment 10,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3x3aB3jdLDwecrkVRvbpz7,IFCSLAB,Third Floor,Apartment 10,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3rT2B46bX7bfYW98$CQ_BF,IFCSLAB,Third Floor,Apartment 10,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3TMPpMSyn6_xrsGAT9pObK,IFCSLAB,Third Floor,Apartment 10,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
0PqbLmY4j1RPqNOOK2eDc9,IFCSLAB,Third Floor,Apartment 9,Structural,Floor,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
0NoCl6BDz7XeoXwbToQuxv,IFCSLAB,Third Floor,Apartment 9,Structural,Floor,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
1AdGVsRPb4RRWb4qvI7uRy,IFCSLAB,Third Floor,Apartment 9,Structural,Floor,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3F1xvX$9TFOQyspn6Ek2Cs,IFCSLAB,Third Floor,Apartment 9,Structural,Floor,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
0K9UoAj6n9HvS0pMeXdVOy,IFCSLAB,Third Floor,Apartment 9,Structural,Floor,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
11b4l8r$L2VO3CaHmD2Nt0,IFCSLAB,Third Floor,Apartment 9,Structural,Floor,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
0BA5pIAPb4QBkmNlgEbu7Z,IFCSLAB,Third Floor,Apartment 9,Structural,Floor,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
27vIv2l_z50whfg_2wR_Jh,IFCSLAB,Third Floor,Apartment 10,Structural,Floor,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
0rH_wyN7P26e3gGvknLdfN,IFCSLAB,Third Floor,Apartment 10,Structural,Floor,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
2xJxW3_1LEheyM8N4ef$kW,IFCSLAB,Third Floor,Apartment 10,Structural,Floor,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
2Zh_HSGGPDUAc40uyeUaqQ,IFCSLAB,Third Floor,Apartment 10,Structural,Floor,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3nz7uS4R5DovP3jeKI_v93,IFCSLAB,Third Floor,Apartment 10,Structural,Floor,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
25tyzjfSP76hJKtX0Kf9lQ,IFCSLAB,Third Floor,Apartment 10,Structural,Floor,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3XV8C2cOLDNhkQGD3$xxPe,IFCSLAB,Third Floor,Apartment 10,Structural,Floor,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3RJ4kV2Lr6Ye3XokonTVkI,IFCSLAB,Third Floor,,Structural,Floor,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
0R01g3qJzFSxv4gJ4$3cXG,IFCSLAB,Roof,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3FNJ$2Wdn2kP$lyqGxZYDn,IFCSLAB,Roof,Apartment 10,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
1zSO73pt58WgpU6aeLSlbY,IFCSLAB,Roof,Apartment 9,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
1wuh6sjeT00uLlgKuqZKO1,IFCSLAB,Roof,Apartment 10,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
2sQQOHvvn90RraU1PncqLF,IFCSLAB,Roof,Apartment 9,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
2UkNEhSU99wxIlgSLDnlY5,IFCSLAB,Roof,Apartment 9,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
0bRJSA0Oz6NeAWECfwArnR,IFCSLAB,Roof,Apartment 10,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
2o7xQ9ZfP3GB2M6B7oQ_P3,IFCSLAB,Roof,Apartment 10,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
2qj4JD$qL8rwGXap2mJd2_,IFCSLAB,Roof,Apartment 10,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
0SX7yPVRb06hAYFrxAJ8KC,IFCSLAB,Roof,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3gkzTZGgn9L8ymV7puXSKG,IFCSLAB,Roof,,Structural,Floor,Exterior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
1VvzV9bwH6dB75qr1$srOX,IFCSTAIR,Ground Floor,,General/Site,Floor,Interior,1,N,39,Original,,UITVOERING,Complete,General/Site,100,Low,N,8 hrs (1 day),1,Main Contractor,1.0031,35,,,35,GEN-0,Subcontract,Install ground floor sealing membrane,130.96,354,130.96,484.96,464.41,-20.55,-4.2,479.6,464.41,5,23.22,Paid,EUR,2015-04-07,
1tEKFbmYf1ww$GepEWG7ar,IFCSTAIR,Ground Floor,,General/Site,Floor,Interior,1,N,39,Original,,UITVOERING,Complete,General/Site,100,Low,N,8 hrs (1 day),1,Main Contractor,1.0031,35,,,35,GEN-0,Subcontract,Install ground floor sealing membrane,130.96,354,130.96,484.96,464.41,-20.55,-4.2,479.6,464.41,5,23.22,Paid,EUR,2015-04-07,
0b$JzCXYH5exPzWhcL8kgj,IFCSTAIR,Ground Floor,,General/Site,Floor,Interior,1,N,39,Original,,UITVOERING,Complete,General/Site,100,Low,N,8 hrs (1 day),1,Main Contractor,1.0031,35,,,35,GEN-0,Subcontract,Install ground floor sealing membrane,130.96,354,130.96,484.96,464.41,-20.55,-4.2,479.6,464.41,5,23.22,Paid,EUR,2015-04-07,
0jZ0KfZxz8BQL8ZDATGOfF,IFCSTAIR,First Floor,,General/Site,Floor,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ImJUzssz2EfAnoEV3fllB,IFCSTAIR,First Floor,,General/Site,Floor,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2zM1Tk9LH6aQ9sE5J9MG5E,IFCSTAIR,First Floor,,General/Site,Floor,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0TWmTOBPH0afnbECFJTJU9,IFCSTAIR,Second Floor,,General/Site,Floor,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2AxmdTss5DgR7LwNn2YGAN,IFCSTAIR,Second Floor,,General/Site,Floor,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07XglCvfr2NBer4fwBJv6e,IFCSTAIR,Second Floor,,General/Site,Floor,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3cAt3keOr5IAqWcOfbuNAx,IFCWALL,Foundation,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
1nZz9768j4pAFS7rcljTUA,IFCWALL,Foundation,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3k4bKKm$v3NhnNEkaCaT8m,IFCWALL,Foundation,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
1Smy9UIZz0PuzXFjRN_8t9,IFCWALL,Foundation,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3KLNE8pAj368INMalwxWdL,IFCWALL,Foundation,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
27UY7Jvcf9lwFMjSTxNQnh,IFCWALL,Foundation,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3ZT2xJqOf95AGfYHSE9vsv,IFCWALL,Foundation,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
251MpPi5nDfgW6sNnBdgEm,IFCWALL,Foundation,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
0PbuAnDOv9MROtn6VXvlS9,IFCWALL,Foundation,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
2Q3H7PK0j5Ux$7$peFmB5R,IFCWALL,Foundation,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
